Date,GOES_class,Start_time,End_time,Instrument,Wavelength,dBIC_0v1,dBIC_0v2,dBIC_2v1,Detection,rchi2_m0,probability_m0,rchi2_m1,probability_m1,rchi2_m2,probability_m2,period,width,Flags
20110224,M3.5,072301,074158,GOES,1-8A,0.279991,-0.86301,1.143007,No,1.0585069757876813,0.34709381891546559,0.94082319832731431,0.61585647495966334,0.94841640720292153,0.59844619116092623,16.6,0.050000000000000003,[]
20110228,M1.1,123801,130258,GOES,1-8A,8.063999,27.38992,-19.3259,No,1.3804582209255618,0.0095600623519029124,1.2047733117140342,0.090344442313052026,1.1500010896138964,0.1561748709613239,13.0,0.25,['B0']
20110307,M1.2,050001,051859,GOES,1-8A,2.351348,2.494109,-0.14276,No,1.019949585315544,0.4312852182291293,0.88018207441012486,0.74931394810727081,0.93650804658347975,0.62644138452689457,10.9,0.050000000000000003,[]
20110307,M1.5,074900,075558,GOES,1-8A,9.088515,23.30116,-14.2126,No,1.1244763648038614,0.30272724662709782,1.0934526302792134,0.34054158695146658,0.92737344583794623,0.56537814996276903,7.7,0.25,[]
20110307,M1.4,075900,081459,GOES,1-8A,13.35872,12.76141,0.597312,No,0.91826970318170398,0.6518604385501876,0.6864895660858763,0.96635710308616374,0.75365532095371635,0.91691578337747259,4.8,0.11517557093118751,[]
20110307,M1.8,091400,092759,GOES,1-8A,3.980496,1.800044,2.180452,No,1.0820427519967986,0.31979110828778823,1.004126410452995,0.465212318406105,0.98011691684702429,0.51342524244444587,22.2,0.24999999995983896,[]
20110307,M1.9,134501,145558,GOES,1-8A,-5.51871,-7.23010,1.711389,No,0.96988295078624742,0.62439283411764324,0.95377700249199038,0.69300394769000029,0.95480873347580997,0.68883483582423199,,,[]
20110307,M3.7,194300,205759,GOES,1-8A,-19.8435,-11.2478,-8.59571,No,3.2997687279646395,2.3358692318679789e-68,3.3074292500267828,1.7012209545377318e-68,3.3379090161090903,7.9284354713854458e-70,,,"['B0', 'B1', 'B2']"
20110307,M1.5,214501,215459,GOES,1-8A,3.209632,-4.64693,7.856568,No,1.0473424843115324,0.39122092135255149,0.96047962742638759,0.53521469161670887,1.0224479107522029,0.43134405786839264,15.5,0.07422608712857337,[]
20110308,M1.3,022401,023158,GOES,1-8A,42.14366,5.168145,36.97552,Yes,1.1264306949665257,0.29250771334953457,0.70460351511565578,0.87290990247463429,1.1069153147717532,0.31736351456733147,11.3,0.16013669097384653,[]
20110308,M1.5,033700,041958,GOES,1-8A,-10.5872,-1.77400,-8.81325,No,1.4037547470125917,0.00064368443986813676,1.4077380604796379,0.00059899105601109875,1.4025817460140582,0.00067422372024428083,,,"['B0', 'B1', 'B2']"
20110308,M5.3,103501,105459,GOES,1-8A,20.27532,6.253263,14.02205,Yes,1.4819525283283881,0.0048294799728222761,1.1879142198577752,0.1320535809800536,1.2540628641651161,0.071313334267689571,11.1,0.098995256582765354,['B0']
20110308,M4.4,180800,184058,GOES,1-8A,9.079704,11.14754,-2.06783,No,1.6934963399277929,3.1185109023515736e-06,1.6491887970432888,1.0244567320265066e-05,1.5681021977469987,7.1142546231249337e-05,29.9,0.25,"['B0', 'B1', 'B2']"
20110308,M1.4,194602,211858,GOES,1-8A,-0.91008,-11.9686,11.05853,No,1.0556957115631054,0.23015913337297461,1.0338958864288612,0.32206094432660393,1.0561430433514207,0.22860919689421894,,,[]
20110309,M1.7,103501,112059,GOES,1-8A,30.82964,54.13540,-23.3057,No,1.0208181121128279,0.41071878435435494,0.9376205321268507,0.70734139794793105,0.8899959091024181,0.8434154886035321,28.1,0.25,[]
20110309,M1.7,131700,140628,GOES,1-8A,74.82787,10.36709,64.46078,Yes,0.91908785731705223,0.77490385330568845,0.79292194771276769,0.98132921743182222,0.83756299694869407,0.94494858534399484,38.4,0.12656693358791032,[]
20110309,X1.5,231300,232859,GOES,1-8A,6.409712,24.33553,-17.9258,No,1.5596268951561572,0.0040950379311069434,1.570562279515501,0.0037772827629845942,1.2277382672012445,0.11503451191907946,15.6,0.25,"['B0', 'B1']"
20110310,M1.1,223401,224858,GOES,1-8A,83.37196,68.06697,15.30499,Yes,1.4109216734640748,0.024763141918400962,0.96880185979882261,0.53918977265368473,1.0854017477879383,0.31042957212404165,14.5,0.25,[]
20110312,M1.3,043301,044758,GOES,1-8A,-8.86262,-1.32118,-7.54144,No,1.1977860095674024,0.15100011259947091,1.1241416580047858,0.24789300667719927,1.1230931204646986,0.24907590663972984,,,[]
