Date,GOES_class,Start_time,End_time,Instrument,Wavelength,dBIC_0v1,dBIC_0v2,dBIC_2v1,Detection,rchi2_m0,probability_m0,rchi2_m1,probability_m1,rchi2_m2,probability_m2,period,width,Flags
2011-09-26,M2.6,143701,150158,GOES,1-8A,27.16598,3.980078,23.1859,Yes,1.80581529633,4.06100113782e-06,1.54573656538,0.000692951262099,1.55878222761,0.000542409358991,17.8,0.0642023999672,"['B0', 'B1', 'B2']"
2011-09-28,M1.2,132400,132958,GOES,1-8A,17.1847,5.474426,11.71028,Yes,0.96623732939,0.503409156403,0.49041184472,0.97319459031,0.697058040829,0.838898503115,10.5,0.0561600809376,['S']
2011-09-30,M1.0,185500,191458,GOES,1-8A,18.2359,5.009631,13.22626,Yes,1.35678945922,0.0233307025781,1.18751572558,0.132509250655,1.29265294488,0.0481220741836,46.2,0.227632857869,[]
2011-10-01,M1.2,85600,101658,GOES,1-8A,38.79552,25.24325,13.55226,Yes,1.09019917207,0.137160487324,1.0160075594,0.412597619001,1.0339105963,0.331790910657,42.0,0.25,[]
2011-10-02,M3.9,3701,5858,GOES,1-8A,14.86124,4.856,10.00524,Yes,1.04718669346,0.364663456945,1.04335420137,0.373909518376,1.04104862282,0.379137023848,36.7,0.25,[]
2011-10-02,M1.3,171901,172559,GOES,1-8A,2.132582,-1.34505,3.477633,No,1.06833792376,0.370605110075,0.862841829099,0.657012770463,0.985343568836,0.482458822491,10.9,0.25,[]
2011-10-20,M1.6,31000,34359,GOES,1-8A,-5.62534,-5.34631,-0.27902,No,1.07888764374,0.258615658941,1.13539327544,0.144487032517,1.08574859825,0.242709704811,,,[]
2011-10-21,M1.3,125301,130758,GOES,1-8A,-9.16885,0.723247,-9.8921,No,1.03669997817,0.400244133376,1.07451629856,0.329845246463,1.01680170894,0.440033118593,,,[]
2011-10-22,M1.3,100000,130859,GOES,1-8A,-20.2429,-13.4364,-6.80643,No,1.01004313251,0.41916232729,0.990560262917,0.562784977585,1.0042781229,0.461230185707,,,[]
2011-10-31,M1.1,145501,152658,GOES,1-8A,9.520276,24.75132,-15.231,No,1.09968598231,0.21762014877,1.01633794719,0.433529109894,0.970711764864,0.571962871561,50.4,0.25,[]
2011-10-31,M1.4,172100,184959,GOES,1-8A,8.58793,8.186505,0.401424,No,1.3050097882,0.000173168787862,1.28145172035,0.00044907569473,1.29431569732,0.000269498627099,36.0,0.25,"['B0', 'B1', 'B2']"
2011-11-02,M4.3,215201,221859,GOES,1-8A,2.729837,27.76119,-25.0313,No,1.58171614774,0.000211876389119,1.56774266314,0.000291661482514,1.54220039811,0.000466712515332,18.7,0.195679319873,"['B0', 'B1', 'B2']"
2011-11-03,M2.5,105800,111958,GOES,1-8A,43.02732,25.58576,17.44155,Yes,1.432588655,0.00676677869111,1.12115747296,0.215832457418,1.23437236394,0.076680882209,23.4,0.25,['B0']
2011-11-03,X1.9,201600,203158,GOES,1-8A,32.76092,6.294356,26.46656,Yes,1.19565687272,0.146207212534,0.905470436359,0.677161004679,1.03445629853,0.40333922915,17.6,0.25,[]
2011-11-03,M2.1,232800,234358,GOES,1-8A,-7.89325,-2.16041,-5.73284,No,1.32738321207,0.048350278656,1.21885334042,0.123785441533,1.26327611085,0.0861495722384,,,[]
2011-11-04,M1.0,203101,204558,GOES,1-8A,-5.6252,-7.34363,1.718428,No,0.973890516448,0.529091654469,0.935181929109,0.609459997226,0.938189378421,0.603567467548,,,[]
2011-11-05,M3.7,30801,35759,GOES,1-8A,4.046344,-1.09632,5.142668,No,1.32950489126,0.00192525862916,1.28099790206,0.00627093812084,1.25285194429,0.0116468727293,74.7,0.0517432394071,"['B0', 'B1']"
2011-11-05,M1.1,111000,114159,GOES,1-8A,-8.39017,-3.40197,-4.98819,No,1.01207483128,0.446132868673,1.01289396826,0.443753067529,1.00226517322,0.475672983989,,,[]
2011-11-05,M1.8,203101,205359,GOES,1-8A,58.74756,22.25555,36.49201,Yes,1.21452221552,0.0887382295507,0.819395633593,0.882467120732,1.04824482732,0.360357946929,13.0,0.0804982981447,[]
2011-11-06,M1.2,4601,12359,GOES,1-8A,-1.36591,2.334627,-3.70053,No,1.00703740353,0.460778514653,1.009465891,0.452851892891,0.97571721887,0.564795864581,,,[]
2011-11-06,M1.4,61400,64058,GOES,1-8A,6.569855,-10.134,16.70391,No,0.950727809008,0.619209914929,0.906627435444,0.734101684956,0.942467419379,0.641421803086,33.1,0.0944098975099,[]
2011-11-09,M1.1,130400,141158,GOES,1-8A,2.897971,-8.53871,11.43668,No,0.907030652883,0.850732844469,0.836728290903,0.970978188059,0.890816070591,0.891071752019,105.2,0.05,[]
2011-11-15,M1.2,90301,92259,GOES,1-8A,-5.33105,3.451631,-8.78269,No,1.04251669778,0.379174007703,0.99658058699,0.485959845827,0.996196032866,0.486934190011,,,[]
2011-11-15,M1.9,123000,124958,GOES,1-8A,0.299662,21.60271,-21.303,No,1.04192406309,0.380494525712,1.16051503641,0.1661990835,0.863519688235,0.789060384278,13.4,0.25,[]
2011-11-15,M1.1,222701,224158,GOES,1-8A,0.932551,-4.52549,5.458045,No,0.738808261592,0.924404838389,0.695545010384,0.955844723803,0.688276637375,0.960538217025,16.3,0.0566405595497,[]
2011-12-25,M4.0,181101,181958,GOES,1-8A,95.17307,44.41558,50.75748,Yes,1.59309776261,0.0175688885281,0.794797815204,0.78588656451,1.38370997769,0.0736147353111,8.6,0.188293663541,[]
2011-12-26,M1.5,21301,23559,GOES,1-8A,9.412965,43.50811,-34.0951,No,1.33496930007,0.0221385829595,1.17089082099,0.137120413917,1.14121140657,0.178453085646,33.3,0.25,[]
2011-12-26,M2.3,201200,203558,GOES,1-8A,-1.65909,16.9936,-18.6527,No,1.43984143704,0.00449819897774,1.25418000527,0.0550680764311,1.22817991041,0.0733369137251,,,['B0']
2011-12-29,M1.9,134000,140058,GOES,1-8A,-0.28164,15.11692,-15.3985,No,1.18949892545,0.123717188103,1.15593581909,0.167024123489,1.09982519875,0.258239344335,,,[]
2011-12-29,M2.0,214301,215858,GOES,1-8A,17.70012,45.2381,-27.5379,No,1.43404618553,0.0169610269669,1.16792572835,0.180787952706,1.10258884606,0.276592794725,20.2,0.25,[]
2011-12-30,M1.2,30301,31259,GOES,1-8A,77.14992,52.30748,24.84243,Yes,1.39081803832,0.0596902095243,0.912913191345,0.61665358357,1.03005216431,0.419022968912,9.7,0.249999999989,[]
2011-12-31,M2.4,130900,131858,GOES,1-8A,29.26687,22.12924,7.137631,Yes,0.986555961208,0.491438683551,0.631137862405,0.956586999649,0.811388677207,0.779467042785,7.7,0.0792993279007,[]
2011-12-31,M1.5,161601,163358,GOES,1-8A,31.90187,49.63521,-17.7333,No,1.09522488602,0.279107136117,0.803378508355,0.872806868847,0.743997711005,0.938659945064,10.8,0.25,[]
2012-01-14,M1.4,131401,131959,GOES,1-8A,1.148345,-1.006,2.15435,No,0.887488793836,0.609497587332,0.596167288949,0.921665885316,0.633811261498,0.895786650943,9.2,0.108801173709,['S']
2012-01-17,M1.0,44101,50658,GOES,1-8A,48.01492,30.41538,17.59953,Yes,1.15423461337,0.145019046132,0.901655064244,0.741388580947,1.03167674271,0.396108523824,23.8,0.25,[]
2012-01-18,M1.7,190401,192659,GOES,1-8A,50.11218,66.39074,-16.2785,No,1.21750880763,0.0860462365313,0.970204003191,0.556307749907,0.971870785488,0.552129056466,13.8,0.25,[]
2012-01-19,M3.2,134401,174959,GOES,1-8A,116.1796,55.77006,60.4096,Yes,1.10914266769,0.0121641234053,0.984848843903,0.620659717106,1.02198104879,0.316133407959,286.8,0.25,[]
2012-01-23,M8.7,33801,43358,GOES,1-8A,24.58688,-4.43772,29.0246,Yes,1.44595727183,3.13451287366e-05,1.31911719422,0.00153247171655,1.48862694971,7.37351726493e-06,71.0,0.115889284676,"['B0', 'B1', 'B2']"
2012-01-27,X1.7,173700,185559,GOES,1-8A,36.73474,3.294896,33.43985,Yes,4.84641276804,5.2179119793e-145,4.70700926522,9.914352995e-138,4.61106844166,4.0410854256e-133,79.5,0.0702550397323,"['B0', 'B1', 'B2']"
2012-02-06,M1.0,193101,201658,GOES,1-8A,-7.3962,9.234553,-16.6307,No,1.1395361419,0.104034206534,1.13520520113,0.111248922971,1.0915678525,0.197864213483,,,[]
2012-03-02,M3.3,172900,180658,GOES,1-8A,110.7662,39.29261,71.47361,Yes,1.55270135145,3.31218508939e-05,1.01609527592,0.431328979833,1.27026435353,0.0174743694267,38.0,0.25,['B0']
2012-03-04,M2.0,102900,121558,GOES,1-8A,37.18376,32.46256,4.721194,Yes,1.26984787239,0.000229844713191,1.19440608338,0.00491798808482,1.17916294627,0.00837501222343,96.2,0.150401042351,"['B0', 'B1', 'B2']"
2012-03-05,X1.1,23001,44258,GOES,1-8A,196.569,133.0313,63.53764,Yes,1.72282085829,4.54846619746e-21,1.47880662642,3.05414245276e-11,1.47436895137,4.31508599693e-11,54.0,0.249999999997,"['B0', 'B1', 'B2']"
2012-03-05,M2.1,191000,192058,GOES,1-8A,-6.84344,-2.87981,-3.96362,No,0.850273759745,0.734269375381,0.843179016745,0.743192048912,0.87991111467,0.683245250104,,,[]
2012-03-05,M1.8,192700,193159,GOES,1-8A,3.014768,-5.83637,8.851145,No,0.717788777636,0.794198253063,0.440498183436,0.976298106273,0.67907252346,0.829115274649,13.4,0.25,['S']
2012-03-05,M1.3,222600,224158,GOES,1-8A,-12.2865,-9.1238,-3.16278,No,0.82495930186,0.826679820504,0.795550845794,0.867639153526,0.841860867655,0.797911658836,,,[]
2012-03-06,M1.3,2201,3059,GOES,1-8A,2.033624,0.188189,1.845435,No,1.15943138546,0.244743580674,1.24631573781,0.16116949728,1.11025396716,0.306022864452,17.5,0.05,[]
2012-03-06,M1.2,13601,14958,GOES,1-8A,-3.8653,4.826033,-8.69133,No,1.03583947236,0.403543258257,0.96589153564,0.541812270159,1.00246670103,0.468500647243,,,[]
2012-03-06,M1.0,40101,40758,GOES,1-8A,12.43927,1.401888,11.03738,Yes,1.09807503645,0.333694857607,0.740877190926,0.815010922235,1.06443044432,0.376092828546,6.6,0.15025582194,[]
2012-03-06,M1.0,75201,75958,GOES,1-8A,-10.774,-7.6261,-3.14794,No,0.703038160534,0.878091426394,0.719298235657,0.858030659755,0.708647795528,0.870150744897,,,[]
2012-03-06,M2.1,122300,125358,GOES,1-8A,-3.08725,3.039854,-6.12711,No,0.90171127964,0.763887262968,0.930010192264,0.68852432847,0.895399512056,0.778708897142,,,[]
